9.555169809143983173e+00,-9.414574780387605202e+00,2.922907259780065825e+00,3.000000000000000000e+00
9.434608037792719060e+00,-9.387542167517741731e+00,2.919103488917301537e+00,3.000000000000000000e+00
9.314216094601786011e+00,-9.359839531728361806e+00,2.914906460583754910e+00,3.000000000000000000e+00
9.193982270435459014e+00,-9.331510832569623659e+00,2.910285432086861412e+00,3.000000000000000000e+00
9.073894856158004174e+00,-9.302600029591662434e+00,2.905923515373825872e+00,3.000000000000000000e+00
8.953942142633694701e+00,-9.273151082344625706e+00,2.901432422114029741e+00,3.000000000000000000e+00
8.834112420726796699e+00,-9.243207950378662829e+00,2.897309390382383665e+00,3.000000000000000000e+00
8.714393981301581604e+00,-9.212814593243916050e+00,2.893554652205349687e+00,3.000000000000000000e+00
8.594775115222326178e+00,-9.182014970490534722e+00,2.890168357746816685e+00,3.000000000000000000e+00
8.475244113353292974e+00,-9.150853041668659316e+00,2.887150590558441809e+00,3.000000000000000000e+00
8.355789266558758754e+00,-9.119372766328440960e+00,2.884501381360770722e+00,3.000000000000000000e+00
8.236398865702987848e+00,-9.087618104020021903e+00,2.882220720339035314e+00,3.000000000000000000e+00
8.117061201650253466e+00,-9.055633014293549721e+00,2.880308567943199893e+00,3.000000000000000000e+00
7.997764565264827930e+00,-9.023461456699168437e+00,2.878764864186216688e+00,3.000000000000000000e+00
7.878497247410980009e+00,-8.991147390787025628e+00,2.877589002904261672e+00,3.000000000000000000e+00
7.759247538952977585e+00,-8.958734776107263542e+00,2.876714900859251856e+00,3.000000000000000000e+00
7.640003730755099198e+00,-8.926267572210035084e+00,2.875885225217284180e+00,3.000000000000000000e+00
7.520754359502548780e+00,-8.893788985574241579e+00,2.874701786122316527e+00,3.000000000000000000e+00
7.401517881947542676e+00,-8.861250562702855049e+00,2.872751729460333525e+00,3.000000000000000000e+00
7.282370958822012241e+00,-8.828425542497392087e+00,2.869621802067062966e+00,3.000000000000000000e+00
7.163396951367404064e+00,-8.795066636881905708e+00,2.864898530444119462e+00,3.000000000000000000e+00
7.044679220825164734e+00,-8.760926557780436497e+00,2.858232949792267608e+00,3.000000000000000000e+00
6.926301128436746168e+00,-8.725758017117042797e+00,2.849466817023567078e+00,3.000000000000000000e+00
